Gene stable ID	Transcript stable ID	Gene name	Transcription start site (TSS)	Gene start (bp)	Gene end (bp)	NCBI gene (formerly Entrezgene) ID	Chromosome/scaffold name
ENSACLG00000000209	ENSACLT00000000319		3500687	3486583	3501773	113006826	15
ENSACLG00000000210	ENSACLT00000000458	opa1	36558894	36521956	36558894	113037464	15
ENSACLG00000000210	ENSACLT00000000511	opa1	36558894	36521956	36558894	113037464	15
ENSACLG00000000210	ENSACLT00000000551	opa1	36558894	36521956	36558894	113037464	15
ENSACLG00000000211	ENSACLT00000000271		17510367	17510367	17510433		15
ENSACLG00000000212	ENSACLT00000000293	mab21l1	8729716	8729716	8730795	113035851	14
ENSACLG00000000213	ENSACLT00000000273		6879414	6878231	6879414		4
ENSACLG00000000214	ENSACLT00000000254		61840696	61839392	61840696		7
ENSACLG00000000215	ENSACLT00000000283		37794871	37794871	37803591		5
ENSACLG00000000216	ENSACLT00000000322		3101502	3101502	3111337		23
ENSACLG00000000217	ENSACLT00000000339		32862074	32862074	32867009	113030185	10
ENSACLG00000000218	ENSACLT00000000277		15477228	15477228	15481495		19
ENSACLG00000000219	ENSACLT00000000310	si:dkey-238d18.4	16830626	16830626	16842675		11
ENSACLG00000000220	ENSACLT00000000308	mmp20b	22437733	22437733	22442203		14
ENSACLG00000000221	ENSACLT00000000272		32734048	32733985	32734048		12
ENSACLG00000000222	ENSACLT00000000280	KCNK12	10636263	10636263	10659429	113035449	13
ENSACLG00000000223	ENSACLT00000000302		20272681	20269798	20272681		18
ENSACLG00000000224	ENSACLT00000000284		5452837	5447092	5452837		18
ENSACLG00000000225	ENSACLT00000000295		2717577	2717511	2717577		10
ENSACLG00000000226	ENSACLT00000000303	ube2d1b	23801978	23798188	23801978		8
ENSACLG00000000227	ENSACLT00000000274	5S_rRNA	17539650	17539521	17539650		15
ENSACLG00000000228	ENSACLT00000000311	nifk	28051802	28045086	28051802	113007828	16
ENSACLG00000000229	ENSACLT00000000312	tmem98	6955903	6955903	6965905	113020370	4
ENSACLG00000000230	ENSACLT00000000296		10795811	10795811	10797902		20
ENSACLG00000000231	ENSACLT00000000292		28606460	28603946	28606460		3
ENSACLG00000000232	ENSACLT00000000294		15483802	15483802	15484878		19
ENSACLG00000000233	ENSACLT00000000499	rgs7bpb	33987678	33977937	33987678		7
ENSACLG00000000233	ENSACLT00000000520	rgs7bpb	33987678	33977937	33987678		7
ENSACLG00000000234	ENSACLT00000000297		19808430	19808345	19808430		9
ENSACLG00000000235	ENSACLT00000000343	msh6	10678704	10678704	10688993	113034720	13
ENSACLG00000000235	ENSACLT00000000349	msh6	10678704	10678704	10688993	113034720	13
ENSACLG00000000235	ENSACLT00000000382	msh6	10679413	10678704	10688993	113034720	13
ENSACLG00000000236	ENSACLT00000000290		3947505	3944692	3947505	113033835	12
ENSACLG00000000237	ENSACLT00000000313		5458575	5454742	5458575		18
ENSACLG00000000238	ENSACLT00000000314	cyb561d1	37814442	37811053	37814442	113023094	5
ENSACLG00000000239	ENSACLT00000000307		8869697	8868966	8869697		14
ENSACLG00000000240	ENSACLT00000000316		28644552	28637065	28644552		3
ENSACLG00000000241	ENSACLT00000000333	xpa	12435851	12432375	12435851	113023907	6
ENSACLG00000000242	ENSACLT00000000332	ncapg2	19970729	19959556	19970729	113029134	9
ENSACLG00000000243	ENSACLT00000000375	slc37a4b	2774580	2774580	2789594	113030615	10
ENSACLG00000000243	ENSACLT00000000389	slc37a4b	2774580	2774580	2789594	113030615	10
ENSACLG00000000243	ENSACLT00000000414	slc37a4b	2774580	2774580	2789594	113030615	10
ENSACLG00000000243	ENSACLT00000000441	slc37a4b	2774580	2774580	2789594	113030615	10
ENSACLG00000000243	ENSACLT00000000466	slc37a4b	2774580	2774580	2789594	113030615	10
ENSACLG00000000243	ENSACLT00000000494	slc37a4b	2775371	2774580	2789594	113030615	10
ENSACLG00000000244	ENSACLT00000000334		15489939	15489939	15502666		19
ENSACLG00000000245	ENSACLT00000000306	pla2g1b	3953060	3953060	3956620	113033628	12
ENSACLG00000000246	ENSACLT00000000362		10821682	10811313	10821682		20
ENSACLG00000000247	ENSACLT00000000317	C18orf25	17368445	17357501	17371440	113025569	7
ENSACLG00000000247	ENSACLT00000000347	C18orf25	17371440	17357501	17371440	113025569	7
ENSACLG00000000247	ENSACLT00000000358	C18orf25	17368445	17357501	17371440	113025569	7
ENSACLG00000000247	ENSACLT00000000368	C18orf25	17368445	17357501	17371440	113025569	7
ENSACLG00000000248	ENSACLT00000000309	ipmkb	23814936	23814936	23832253		8
ENSACLG00000000249	ENSACLT00000000379	stard13b	8897413	8873069	8897413		14
ENSACLG00000000250	ENSACLT00000000318	kcnab1b	20280236	20280236	20328501	113010167	18
ENSACLG00000000250	ENSACLT00000000336	kcnab1b	20280236	20280236	20328501	113010167	18
ENSACLG00000000250	ENSACLT00000000352	kcnab1b	20288820	20280236	20328501	113010167	18
ENSACLG00000000250	ENSACLT00000000386	kcnab1b	20290099	20280236	20328501	113010167	18
ENSACLG00000000250	ENSACLT00000000423	kcnab1b	20290403	20280236	20328501	113010167	18
ENSACLG00000000251	ENSACLT00000000356	mmp20a	22444023	22444023	22448268	113036136	14
ENSACLG00000000252	ENSACLT00000000320	asgrl1	3956620	3954028	3956620	113033627	12
ENSACLG00000000253	ENSACLT00000000335		5473313	5466756	5473313		18
ENSACLG00000000254	ENSACLT00000000354	hsc70	16844241	16844241	16849034	113031966	11
ENSACLG00000000255	ENSACLT00000000326		28048746	28048616	28048746	113008548	16
ENSACLG00000000256	ENSACLT00000000325	atxn7l2a	37833091	37819473	37833091	113023082	5
ENSACLG00000000257	ENSACLT00000000329		28050228	28050098	28050228	113008547	16
ENSACLG00000000258	ENSACLT00000000327		3513804	3511929	3513804		15
ENSACLG00000000259	ENSACLT00000000342		28640815	28639071	28640815		3
ENSACLG00000000260	ENSACLT00000000328	zgc:136472	28688037	28688037	28693987	113023324	6
ENSACLG00000000261	ENSACLT00000000369	lyn	31610486	31597052	31610486	113010995	18
ENSACLG00000000262	ENSACLT00000000330	svilc	6988060	6963791	6988060	113020367	4
ENSACLG00000000262	ENSACLT00000000391	svilc	6988060	6963791	6988060	113020367	4
ENSACLG00000000262	ENSACLT00000000440	svilc	6986565	6963791	6988060	113020367	4
ENSACLG00000000262	ENSACLT00000000515	svilc	6986565	6963791	6988060	113020367	4
ENSACLG00000000262	ENSACLT00000000549	svilc	6986565	6963791	6988060	113020367	4
ENSACLG00000000262	ENSACLT00000000590	svilc	6986565	6963791	6988060	113020367	4
ENSACLG00000000263	ENSACLT00000000331	si:dkey-219c10.4	28053320	28053320	28064862		16
ENSACLG00000000264	ENSACLT00000000353	sypl2a	37881066	37844731	37883604	113023093	5
ENSACLG00000000264	ENSACLT00000000371	sypl2a	37883604	37844731	37883604	113023093	5
ENSACLG00000000265	ENSACLT00000000341	dnali1	25885555	25885555	25887662	113031838	11
ENSACLG00000000265	ENSACLT00000000374	dnali1	25885555	25885555	25887662	113031838	11
ENSACLG00000000265	ENSACLT00000000383	dnali1	25885822	25885555	25887662	113031838	11
ENSACLG00000000266	ENSACLT00000000345		5483985	5477284	5483985		18
ENSACLG00000000267	ENSACLT00000000344		15490697	15490697	15496099		19
ENSACLG00000000268	ENSACLT00000000381	slc24a2	12457385	12438420	12457385	113023908	6
ENSACLG00000000269	ENSACLT00000000360		28642430	28639876	28642430		3
ENSACLG00000000270	ENSACLT00000000346	CDR2	9082600	9074221	9082600	113028225	8
ENSACLG00000000270	ENSACLT00000000359	CDR2	9082600	9074221	9082600	113028225	8
ENSACLG00000000271	ENSACLT00000000355		15499437	15499437	15499490		19
ENSACLG00000000272	ENSACLT00000000407	TRAPPC14	32869038	32869038	32880129	113031031	10
ENSACLG00000000272	ENSACLT00000000443	TRAPPC14	32869038	32869038	32880129	113031031	10
ENSACLG00000000273	ENSACLT00000000361	cox6a1	3957537	3957537	3961694		12
ENSACLG00000000273	ENSACLT00000000488	cox6a1	3957688	3957537	3961694		12
ENSACLG00000000274	ENSACLT00000000351		28700987	28700987	28706704	113024423	6
ENSACLG00000000275	ENSACLT00000000422	prpf39	3515898	3515898	3523966	113006600	15
ENSACLG00000000275	ENSACLT00000000465	prpf39	3515898	3515898	3523966	113006600	15
ENSACLG00000000276	ENSACLT00000000373		5493908	5487304	5493908		18
ENSACLG00000000277	ENSACLT00000000370		28067185	28067185	28089198	113007633	16
ENSACLG00000000277	ENSACLT00000000408		28067185	28067185	28089198	113007633	16
ENSACLG00000000277	ENSACLT00000000470		28067294	28067185	28089198	113007633	16
ENSACLG00000000278	ENSACLT00000000363		28718271	28710134	28718271		6
ENSACLG00000000279	ENSACLT00000000364	paplna	15529223	15506455	15529223	113012304	19
ENSACLG00000000280	ENSACLT00000000372		30025841	30023012	30025841		17
ENSACLG00000000281	ENSACLT00000000367	tbrg1	22456911	22456911	22469502	113036867	14
ENSACLG00000000281	ENSACLT00000000378	tbrg1	22457428	22456911	22469502	113036867	14
ENSACLG00000000282	ENSACLT00000000366	ctrl	16849295	16849295	16852027	113032784	11
ENSACLG00000000283	ENSACLT00000000390		28657933	28653448	28657933		3
ENSACLG00000000284	ENSACLT00000000398		9102389	9100611	9102389		8
ENSACLG00000000285	ENSACLT00000000418		10902943	10902943	10912195		20
ENSACLG00000000285	ENSACLT00000000424		10902943	10902943	10912195		20
ENSACLG00000000286	ENSACLT00000000416		28769147	28747643	28769147		6
ENSACLG00000000287	ENSACLT00000000376		30027939	30027939	30036325	113009633	17
ENSACLG00000000288	ENSACLT00000000393		34304072	34301688	34304072		2
ENSACLG00000000289	ENSACLT00000000377		16850592	16850592	16853896	113032783	11
ENSACLG00000000290	ENSACLT00000000402		37885897	37885897	37890163		5
ENSACLG00000000291	ENSACLT00000000385		16861704	16861704	16864117	113032476	11
ENSACLG00000000292	ENSACLT00000000415	foxn4	18762454	18762454	18767672		12
ENSACLG00000000293	ENSACLT00000000394	TMEM229A	30046156	30041481	30046156		17
ENSACLG00000000294	ENSACLT00000000452		10700933	10688083	10700933	113034722	13
ENSACLG00000000295	ENSACLT00000000406	nansa	12472192	12462737	12472192		6
ENSACLG00000000296	ENSACLT00000000496	esyt2b	20010518	19970289	20010940	113029136	9
ENSACLG00000000296	ENSACLT00000000556	esyt2b	20010940	19970289	20010940	113029136	9
ENSACLG00000000297	ENSACLT00000000405	hdac12	8950134	8950134	8951679		14
ENSACLG00000000298	ENSACLT00000000395	rspo1	25949900	25949900	25960292		11
ENSACLG00000000299	ENSACLT00000000397		16866329	16866329	16869141		11
ENSACLG00000000300	ENSACLT00000000430	atp5fa1	17370277	17370277	17377783	113025570	7
ENSACLG00000000301	ENSACLT00000000417		28668819	28667223	28668819		3
ENSACLG00000000302	ENSACLT00000000400	gpr37b	30157983	30143875	30157983	113009551	17
ENSACLG00000000303	ENSACLT00000000420		16875121	16875121	16882947		11
ENSACLG00000000304	ENSACLT00000000421	tmtops3a	34310378	34305022	34310378	113008030	2
ENSACLG00000000305	ENSACLT00000000409	si:ch1073-469d17.2	15535047	15534775	15535047		19
ENSACLG00000000306	ENSACLT00000000403		31597972	31597972	31598994		18
ENSACLG00000000307	ENSACLT00000000410	siae	22482549	22474103	22482549	113036678	14
ENSACLG00000000308	ENSACLT00000000419		30198644	30198644	30200929		17
ENSACLG00000000309	ENSACLT00000000411	MCOLN3	11718094	11711487	11718094		17
ENSACLG00000000310	ENSACLT00000000513	si:ch73-127m5.1	9106932	9106932	9125131		8
ENSACLG00000000310	ENSACLT00000000541	si:ch73-127m5.1	9108282	9106932	9125131		8
ENSACLG00000000311	ENSACLT00000000412		37897487	37897487	37905342	113023091	5
ENSACLG00000000312	ENSACLT00000000431	fhl3a	26010015	25979409	26010015	113031661	11
ENSACLG00000000313	ENSACLT00000000463	psen1	15549830	15536662	15549830	113012058	19
ENSACLG00000000313	ENSACLT00000000472	psen1	15546873	15536662	15549830	113012058	19
ENSACLG00000000314	ENSACLT00000000433	trmt9b	8955919	8954233	8955919		14
ENSACLG00000000315	ENSACLT00000000439		28690695	28684093	28690695	113013950	3
ENSACLG00000000316	ENSACLT00000000428		28794255	28783914	28794255		6
ENSACLG00000000316	ENSACLT00000000449		28794255	28783914	28794255		6
ENSACLG00000000317	ENSACLT00000000425	tmem68	31610662	31610662	31626378	113011017	18
ENSACLG00000000317	ENSACLT00000000447	tmem68	31610662	31610662	31626378	113011017	18
ENSACLG00000000317	ENSACLT00000000462	tmem68	31610662	31610662	31626378	113011017	18
ENSACLG00000000317	ENSACLT00000000477	tmem68	31615345	31610662	31626378	113011017	18
ENSACLG00000000318	ENSACLT00000000432		16879369	16879369	16898436		11
ENSACLG00000000319	ENSACLT00000000426		30222095	30219210	30222095		17
ENSACLG00000000320	ENSACLT00000000429		34318387	34318124	34318387		2
ENSACLG00000000321	ENSACLT00000000652	acacb	18792569	18769200	18792569		12
ENSACLG00000000321	ENSACLT00000000696	acacb	18787666	18769200	18792569		12
ENSACLG00000000322	ENSACLT00000000454		30293465	30291863	30293465		17
ENSACLG00000000323	ENSACLT00000000456		34322132	34320608	34322132		2
ENSACLG00000000324	ENSACLT00000000434		16896891	16895869	16896891		11
ENSACLG00000000325	ENSACLT00000000435		37918078	37915766	37918078		5
ENSACLG00000000326	ENSACLT00000000438	haus7	10923400	10923400	10928896	113013979	20
ENSACLG00000000326	ENSACLT00000000446	haus7	10923400	10923400	10928896	113013979	20
ENSACLG00000000327	ENSACLT00000000451	NANS	12481932	12477228	12481932	113023911	6
ENSACLG00000000328	ENSACLT00000000445	DNAI3	11720440	11720440	11742934	113008865	17
ENSACLG00000000329	ENSACLT00000000444		16910981	16910981	16916732	113032253	11
ENSACLG00000000330	ENSACLT00000000453	n4bp2l2	8969381	8967396	8969381		14
ENSACLG00000000331	ENSACLT00000000450		28691424	28690216	28691424		3
ENSACLG00000000332	ENSACLT00000000448	b3gat1a	22641146	22641146	22708827	113036546	14
ENSACLG00000000332	ENSACLT00000000460	b3gat1a	22691396	22641146	22708827	113036546	14
ENSACLG00000000332	ENSACLT00000000467	b3gat1a	22691396	22641146	22708827	113036546	14
ENSACLG00000000333	ENSACLT00000000459	pask	20327106	20327106	20335098	113011253	18
ENSACLG00000000334	ENSACLT00000000455	zgc:152891	32896923	32886076	32896923		10
ENSACLG00000000335	ENSACLT00000000491		16939396	16939396	16945197		11
ENSACLG00000000336	ENSACLT00000000475		28734490	28730619	28734490		3
ENSACLG00000000337	ENSACLT00000000479		12488143	12486671	12488143		6
ENSACLG00000000338	ENSACLT00000000469	CHORDC1	16192259	16192259	16199207		10
ENSACLG00000000338	ENSACLT00000000485	CHORDC1	16192259	16192259	16199207		10
ENSACLG00000000339	ENSACLT00000000486	utp11	26016201	26016201	26022257	113032753	11
ENSACLG00000000339	ENSACLT00000000510	utp11	26016201	26016201	26022257	113032753	11
ENSACLG00000000340	ENSACLT00000000457		8983270	8977370	8983270		14
ENSACLG00000000341	ENSACLT00000000474		20013637	20013637	20014858		22
ENSACLG00000000342	ENSACLT00000000671	zgc:122979	17383296	17378207	17385135		7
ENSACLG00000000342	ENSACLT00000000705	zgc:122979	17385135	17378207	17385135		7
ENSACLG00000000342	ENSACLT00000000764	zgc:122979	17383086	17378207	17385135		7
ENSACLG00000000343	ENSACLT00000000468		34331342	34330336	34331342		2
ENSACLG00000000344	ENSACLT00000000607	nfasca	37957921	37957921	38068281	113023075	5
ENSACLG00000000344	ENSACLT00000000661	nfasca	37957921	37957921	38068281	113023075	5
ENSACLG00000000344	ENSACLT00000000732	nfasca	37957921	37957921	38068281	113023075	5
ENSACLG00000000344	ENSACLT00000000806	nfasca	37995496	37957921	38068281	113023075	5
ENSACLG00000000345	ENSACLT00000000484		10931202	10931202	10938736		20
ENSACLG00000000345	ENSACLT00000000495		10931805	10931202	10938736		20
ENSACLG00000000346	ENSACLT00000000471	atg4db	26340796	26331004	26340796	113021251	4
ENSACLG00000000347	ENSACLT00000000500		8991906	8987935	8991906		14
ENSACLG00000000348	ENSACLT00000000480		28797526	28796454	28797526		6
ENSACLG00000000349	ENSACLT00000000565		32933270	32933270	32948021		10
ENSACLG00000000349	ENSACLT00000000606		32933270	32933270	32948021		10
ENSACLG00000000350	ENSACLT00000000473		11726498	11725476	11726498		17
ENSACLG00000000351	ENSACLT00000000476	FOXN2	10714134	10714134	10735188	113034879	13
ENSACLG00000000351	ENSACLT00000000493	FOXN2	10714134	10714134	10735188	113034879	13
ENSACLG00000000352	ENSACLT00000000478	ddx18	28096429	28090354	28096429		16
ENSACLG00000000353	ENSACLT00000000490		22734085	22708848	22734085	113036544	14
ENSACLG00000000353	ENSACLT00000000529		22734085	22708848	22734085	113036544	14
ENSACLG00000000354	ENSACLT00000000504	faua	3524640	3524640	3529449	113006798	15
ENSACLG00000000354	ENSACLT00000000526	faua	3524640	3524640	3529449	113006798	15
ENSACLG00000000355	ENSACLT00000000498	SYDE2	11778742	11754761	11778742		17
ENSACLG00000000356	ENSACLT00000000497		28741785	28739966	28741785		3
ENSACLG00000000357	ENSACLT00000000489	NANS	12520015	12511616	12520015	113023912	6
ENSACLG00000000358	ENSACLT00000000592	tbc1d5	20023441	20023441	20038936	113014422	22
ENSACLG00000000358	ENSACLT00000000610	tbc1d5	20023441	20023441	20038936	113014422	22
ENSACLG00000000358	ENSACLT00000000659	tbc1d5	20023797	20023441	20038936	113014422	22
ENSACLG00000000359	ENSACLT00000000558	ctr9	18876954	18876954	18884602		1
ENSACLG00000000360	ENSACLT00000000508	erh	15551989	15551989	15559202	113012060	19
ENSACLG00000000360	ENSACLT00000000518	erh	15552105	15551989	15559202	113012060	19
ENSACLG00000000361	ENSACLT00000000487	cacng3a	28805928	28801115	28805928	113024426	6
ENSACLG00000000362	ENSACLT00000000503		12083651	12083651	12083710		3
ENSACLG00000000363	ENSACLT00000000492	hps4	3965145	3965145	3971738	113033672	12
ENSACLG00000000364	ENSACLT00000000516	map7d3	34350112	34350112	34368648		2
ENSACLG00000000365	ENSACLT00000000501		12533336	12533336	12536963		6
ENSACLG00000000366	ENSACLT00000000528	lin37	16950606	16944369	16950606	113031876	11
ENSACLG00000000366	ENSACLT00000000538	lin37	16950545	16944369	16950606	113031876	11
ENSACLG00000000366	ENSACLT00000000548	lin37	16950545	16944369	16950606	113031876	11
ENSACLG00000000367	ENSACLT00000000502		31621879	31619216	31621879		18
ENSACLG00000000368	ENSACLT00000000519		28763181	28756572	28763181		3
ENSACLG00000000369	ENSACLT00000000505	MTERF4	20336640	20336640	20338518	113010143	18
ENSACLG00000000370	ENSACLT00000000512		3971766	3971766	3974656	113033785	12
ENSACLG00000000371	ENSACLT00000000514		10939274	10933528	10939274		20
ENSACLG00000000372	ENSACLT00000000564	mast1b	26353284	26345762	26353284		4
ENSACLG00000000373	ENSACLT00000000506		1250670	1247275	1250670		1
ENSACLG00000000374	ENSACLT00000000532	nansb	12544039	12537868	12544039	113023913	6
ENSACLG00000000375	ENSACLT00000000553	sepsecs	12086175	12086175	12104333	113018630	3
ENSACLG00000000375	ENSACLT00000000576	sepsecs	12086175	12086175	12104333	113018630	3
ENSACLG00000000375	ENSACLT00000000591	sepsecs	12091409	12086175	12104333	113018630	3
ENSACLG00000000376	ENSACLT00000000571		9012476	9006918	9012476		14
ENSACLG00000000377	ENSACLT00000000521	XKR4	31666984	31644458	31666984	113011002	18
ENSACLG00000000377	ENSACLT00000000560	XKR4	31666984	31644458	31666984	113011002	18
ENSACLG00000000378	ENSACLT00000000531	mesd	1268670	1262608	1268824	113032755	1
ENSACLG00000000378	ENSACLT00000000544	mesd	1268824	1262608	1268824	113032755	1
ENSACLG00000000379	ENSACLT00000000517		28095296	28095162	28095296		16
ENSACLG00000000380	ENSACLT00000000527		20337657	20337657	20340837		18
ENSACLG00000000381	ENSACLT00000000522		10946642	10940253	10946642		20
ENSACLG00000000382	ENSACLT00000000557	mlec	3986336	3981799	3986336	113033885	12
ENSACLG00000000383	ENSACLT00000000524		17250305	17248824	17250305	113020882	4
ENSACLG00000000383	ENSACLT00000000524		17250305	17248824	17250305	113020884	4
ENSACLG00000000384	ENSACLT00000000525		2791345	2791345	2795877		10
ENSACLG00000000385	ENSACLT00000000559	fhl1a	34380899	34368993	34380899	113008103	2
ENSACLG00000000386	ENSACLT00000000617	grm8a	30777852	30490296	30777852	113008782	17
ENSACLG00000000386	ENSACLT00000000624	grm8a	30777542	30490296	30777852	113008782	17
ENSACLG00000000387	ENSACLT00000000629	igfn1.4	8152457	8140614	8152457	113022042	5
ENSACLG00000000387	ENSACLT00000000682	igfn1.4	8152443	8140614	8152457	113022042	5
ENSACLG00000000388	ENSACLT00000000621	prkcba	28858293	28805718	28858293	113024427	6
ENSACLG00000000388	ENSACLT00000000647	prkcba	28858293	28805718	28858293	113024427	6
